CPR_OTHERSEVICETYPE,CPR_SEATNUMBER1,CPR_SEATCHAR1,CPR_SEATCHAR2,ID_LEGLEVEL_LEGROUTING,ID_PREFLIGHT_SEATINFO,CPR_SEATNUMBER2,DWH_SNAPSHOTTIMESTAMP
PRE,031K,,,156348673,166175102,,29MAY2022:07:34:20.480
ASN,031K,,N,156348673,166175103,,29MAY2022:07:34:20.480
PRE,006F,,,156348674,166175104,,29MAY2022:07:34:20.493
ASN,006F,,N,156348674,166175105,,29MAY2022:07:34:20.493
PRE,006F,,,156348675,166175106,,29MAY2022:07:34:20.527
ASN,006F,,N,156348675,166175107,,29MAY2022:07:34:20.527
PRE,006F,,,156348676,166175108,,29MAY2022:07:34:20.540
ASN,006F,,N,156348676,166175109,,29MAY2022:07:34:20.540
PRE,,N,,156348679,166175110,,29MAY2022:07:34:20.590
ASN,017F,,N,156348679,166175111,,29MAY2022:07:34:20.590
PRE,040A,,,156348680,166175112,,29MAY2022:07:34:20.603
ASN,040A,,N,156348680,166175113,,29MAY2022:07:34:20.603
PRE,021F,,,156348681,166175114,,29MAY2022:07:34:20.650
ASN,021F,,N,156348681,166175115,,29MAY2022:07:34:20.650
PRE,011F,,,156348682,166175116,,29MAY2022:07:34:20.667
PRE,023H,,,156348683,166175117,,29MAY2022:07:34:20.680
ASN,023H,,N,156348683,166175118,,29MAY2022:07:34:20.680
PRE,008D,,,156348684,166175119,,29MAY2022:07:34:20.713
ASN,008D,,N,156348684,166175120,,29MAY2022:07:34:20.713
PRE,036E,,,156348685,166175121,,29MAY2022:07:34:20.730
ASN,036E,,N,156348685,166175122,,29MAY2022:07:34:20.730
PRE,008E,,,156348686,166175123,,29MAY2022:07:34:20.760
ASN,008E,,N,156348686,166175124,,29MAY2022:07:34:20.760
PRE,036F,,,156348687,166175125,,29MAY2022:07:34:20.777
ASN,036F,,N,156348687,166175126,,29MAY2022:07:34:20.777
PRE,027C,,,156348690,166175127,,29MAY2022:07:34:20.840
ASN,027C,,N,156348690,166175128,,29MAY2022:07:34:20.840
PRE,033C,,,156348692,166175129,,29MAY2022:07:34:20.917
ASN,033C,,N,156348692,166175130,,29MAY2022:07:34:20.917
PRE,021C,,,156348695,166175131,,29MAY2022:07:34:20.980
ASN,021C,,N,156348695,166175132,,29MAY2022:07:34:20.980
PRE,,N,,156348696,166175133,,29MAY2022:07:34:21.010
PRE,,N,,156348701,166175134,,29MAY2022:07:34:21.357
ASN,021F,,N,156348701,166175135,,29MAY2022:07:34:21.357
PRE,,N,,156348702,166175136,,29MAY2022:07:34:21.370
PRE,,N,,156348704,166175137,,29MAY2022:07:34:21.420
ASN,021G,,N,156348704,166175138,,29MAY2022:07:34:21.420
PRE,,N,,156348705,166175139,,29MAY2022:07:34:21.433
ASN,008A,,,156348705,166175140,,29MAY2022:07:34:21.433
PRE,,N,,156348707,166175141,,29MAY2022:07:34:21.497
ASN,021E,,N,156348707,166175142,,29MAY2022:07:34:21.497
PRE,,N,,156348708,166175143,,29MAY2022:07:34:21.510
ASN,008C,,,156348708,166175144,,29MAY2022:07:34:21.510
ASN,010D,,N,156348710,166175145,,29MAY2022:07:34:21.560
ASN,030C,,N,156348712,166175146,,29MAY2022:07:34:21.590
ASN,016D,,N,156348713,166175147,,29MAY2022:07:34:21.620
ASN,041D,,N,156348716,166175148,,29MAY2022:07:34:21.667
ASN,038A,,N,156348718,166175149,,29MAY2022:07:34:21.713
ASN,002A,,N,156348721,166175150,,29MAY2022:07:34:21.777
PRE,009D,,,156348723,166175151,,29MAY2022:07:34:21.810
ASN,016C,,N,156348723,166175152,,29MAY2022:07:34:21.810
PRE,001F,,,156348726,166175153,,29MAY2022:07:34:21.870
ASN,001F,,N,156348726,166175154,,29MAY2022:07:34:21.870
PRE,001A,,,156348727,166175155,,29MAY2022:07:34:21.903
ASN,001A,,N,156348727,166175156,,29MAY2022:07:34:21.903
ASN,002F,,N,156348728,166175157,,29MAY2022:07:34:21.933
PRE,004K,,,156348730,166175158,,29MAY2022:07:34:21.990
ASN,004K,,N,156348730,166175159,,29MAY2022:07:34:21.990
ASN,023D,,N,156348733,166175160,,29MAY2022:07:34:22.070
ASN,027C,,N,156348734,166175161,,29MAY2022:07:34:22.087
PRE,009F,,,156348735,166175162,,29MAY2022:07:34:22.103
ASN,009F,,N,156348735,166175163,,29MAY2022:07:34:22.103
PRE,029A,,,156348738,166175164,,29MAY2022:07:34:22.167
ASN,029A,,N,156348738,166175165,,29MAY2022:07:34:22.167
ASN,018C,,N,156348739,166175166,,29MAY2022:07:34:22.180
PRE,018C,,,156348744,166175167,,29MAY2022:07:34:22.273
ASN,018C,,N,156348744,166175168,,29MAY2022:07:34:22.273
ASN,015F,,N,156348745,166175169,,29MAY2022:07:34:22.307
PRE,,N,,156348747,166175170,,29MAY2022:07:34:22.337
ASN,033D,,N,156348747,166175171,,29MAY2022:07:34:22.337
ASN,022D,,N,156348749,166175172,,29MAY2022:07:34:22.383
PRE,006F,,,156348751,166175173,,29MAY2022:07:34:22.417
ASN,006F,,N,156348751,166175174,,29MAY2022:07:34:22.417
PRE,008C,,,156348752,166175175,,29MAY2022:07:34:22.430
PRE,021K,,,156348753,166175176,,29MAY2022:07:34:22.463
ASN,021K,,N,156348753,166175177,,29MAY2022:07:34:22.463
PRE,010E,,,156348758,166175178,,29MAY2022:07:34:22.570
ASN,026F,,N,156348758,166175179,,29MAY2022:07:34:22.570
PRE,007E,,,156348759,166175180,,29MAY2022:07:34:22.587
ASN,007E,,N,156348759,166175181,,29MAY2022:07:34:22.587
PRE,018D,,,156348762,166175182,,29MAY2022:07:34:22.633
PRE,018D,,,156348765,166175183,,29MAY2022:07:34:22.697
ASN,021D,,N,156348765,166175184,,29MAY2022:07:34:22.697
PRE,,N,,156348766,166175185,,29MAY2022:07:34:22.713
ASN,033F,,N,156348766,166175186,,29MAY2022:07:34:22.713
PRE,010F,,,156348769,166175187,,29MAY2022:07:34:22.773
PRE,007F,,,156348770,166175188,,29MAY2022:07:34:22.790
PRE,010D,,,156348780,166175189,,29MAY2022:07:34:23.057
ASN,026E,,N,156348780,166175190,,29MAY2022:07:34:23.057
PRE,007D,,,156348781,166175191,,29MAY2022:07:34:23.087
ASN,007D,,N,156348781,166175192,,29MAY2022:07:34:23.087
PRE,018F,,,156348784,166175193,,29MAY2022:07:34:23.133
PRE,018F,,,156348787,166175194,,29MAY2022:07:34:23.197
ASN,021F,,N,156348787,166175195,,29MAY2022:07:34:23.197
PRE,,N,,156348788,166175196,,29MAY2022:07:34:23.213
ASN,033D,,N,156348788,166175197,,29MAY2022:07:34:23.230
PRE,010C,,,156348791,166175198,,29MAY2022:07:34:23.290
ASN,026D,,N,156348791,166175199,,29MAY2022:07:34:23.290
PRE,007C,,,156348792,166175200,,29MAY2022:07:34:23.320
ASN,007C,,N,156348792,166175201,,29MAY2022:07:34:23.320
PRE,018E,,,156348795,166175202,,29MAY2022:07:34:23.383
PRE,018E,,,156348798,166175203,,29MAY2022:07:34:23.430
ASN,021E,,N,156348798,166175204,,29MAY2022:07:34:23.430
PRE,,N,,156348799,166175205,,29MAY2022:07:34:23.460
ASN,033E,,N,156348799,166175206,,29MAY2022:07:34:23.460
ASN,051D,,N,156348805,166175207,,29MAY2022:07:34:23.587
PRE,011C,,,156348806,166175208,,29MAY2022:07:34:23.633
ASN,011C,,N,156348806,166175209,,29MAY2022:07:34:23.633
PRE,011C,,,156348808,166175210,,29MAY2022:07:34:23.663
ASN,011C,,N,156348808,166175211,,29MAY2022:07:34:23.663
PRE,011C,,,156348809,166175212,,29MAY2022:07:34:23.697
ASN,011C,,N,156348809,166175213,,29MAY2022:07:34:23.697
PRE,022G,,,156348812,166175214,,29MAY2022:07:34:23.757
ASN,022G,,N,156348812,166175215,,29MAY2022:07:34:23.757
ASN,044K,,N,156348819,166175216,,29MAY2022:07:34:23.900
ASN,044H,,N,156348822,166175217,,29MAY2022:07:34:23.960
ASN,045H,,N,156348825,166175218,,29MAY2022:07:34:24.053
ASN,045K,,N,156348828,166175219,,29MAY2022:07:34:24.117
ASN,046H,,N,156348831,166175220,,29MAY2022:07:34:24.290
ASN,046K,,N,156348834,166175221,,29MAY2022:07:34:24.743
PRE,038K,,,156348836,166175222,,29MAY2022:07:34:25.020
ASN,038K,,N,156348836,166175223,,29MAY2022:07:34:25.020
PRE,020H,,,156348837,166175224,,29MAY2022:07:34:25.210
ASN,020H,,N,156348837,166175225,,29MAY2022:07:34:25.210
ASN,023F,,N,156348838,166175226,,29MAY2022:07:34:25.240
PRE,012A,,,156348839,166175227,,29MAY2022:07:34:25.270
ASN,012A,EX,N,156348839,166175228,,29MAY2022:07:34:25.270
PRE,008F,,,156348840,166175229,,29MAY2022:07:34:25.287
PRE,028A,,,156348841,166175230,,29MAY2022:07:34:25.303
ASN,025D,,N,156348842,166175231,,29MAY2022:07:34:25.333
PRE,012B,,,156348843,166175232,,29MAY2022:07:34:25.367
ASN,012B,EX,N,156348843,166175233,,29MAY2022:07:34:25.367
PRE,008E,,,156348844,166175234,,29MAY2022:07:34:25.380
PRE,028C,,,156348845,166175235,,29MAY2022:07:34:25.397
PRE,022H,,,156348846,166175236,,29MAY2022:07:34:25.427
ASN,022H,,,156348846,166175237,,29MAY2022:07:34:25.427
PRE,029K,,,156348847,166175238,,29MAY2022:07:34:25.443
ASN,029K,,N,156348847,166175239,,29MAY2022:07:34:25.443
PRE,,N,,156348848,166175240,,29MAY2022:07:34:25.473
ASN,017F,,N,156348848,166175241,,29MAY2022:07:34:25.473
PRE,004A,,,156348852,166175242,,29MAY2022:07:34:25.553
ASN,004A,,N,156348852,166175243,,29MAY2022:07:34:25.553
PRE,001C,,,156348856,166175244,,29MAY2022:07:34:25.647
ASN,001C,,N,156348856,166175245,,29MAY2022:07:34:25.647
ASN,003H,,N,156348857,166175246,,29MAY2022:07:34:25.663
ASN,029E,,N,156348868,166175247,,29MAY2022:07:34:25.897
ASN,029F,,N,156348871,166175248,,29MAY2022:07:34:25.960
ASN,029G,,N,156348874,166175249,,29MAY2022:07:34:26.053
ASN,029D,,N,156348877,166175250,,29MAY2022:07:34:26.117
PRE,018B,,,156348879,166175251,,29MAY2022:07:34:26.147
ASN,018B,,N,156348879,166175252,,29MAY2022:07:34:26.147
PRE,037A,,,156348880,166175253,,29MAY2022:07:34:26.177
ASN,037A,,N,156348880,166175254,,29MAY2022:07:34:26.177
PRE,018A,,,156348881,166175255,,29MAY2022:07:34:26.193
ASN,018A,,N,156348881,166175256,,29MAY2022:07:34:26.193
PRE,037C,,,156348882,166175257,,29MAY2022:07:34:26.223
ASN,037C,,N,156348882,166175258,,29MAY2022:07:34:26.223
PRE,014A,,,156348883,166175259,,29MAY2022:07:34:26.257
ASN,014A,EX,N,156348883,166175260,,29MAY2022:07:34:26.257
PRE,019A,,,156348884,166175261,,29MAY2022:07:34:26.273
ASN,019A,,N,156348884,166175262,,29MAY2022:07:34:26.273
PRE,030G,,,156348888,166175263,,29MAY2022:07:34:26.353
ASN,030G,,N,156348888,166175264,,29MAY2022:07:34:26.353
PRE,018A,,,156348890,166175265,,29MAY2022:07:34:26.400
ASN,018A,,N,156348890,166175266,,29MAY2022:07:34:26.400
ASN,029A,,N,156348894,166175267,,29MAY2022:07:34:26.493
ASN,029C,,N,156348898,166175268,,29MAY2022:07:34:26.557
PRE,004C,,,156348899,166175269,,29MAY2022:07:34:26.573
ASN,004C,,N,156348899,166175270,,29MAY2022:07:34:26.573
PRE,009D,,,156348903,166175271,,29MAY2022:07:34:26.667
PRE,032H,,,156348904,166175272,,29MAY2022:07:34:26.680
ASN,032H,,N,156348904,166175273,,29MAY2022:07:34:26.680
PRE,030K,,,156348907,166175274,,29MAY2022:07:34:26.743
ASN,030K,,,156348907,166175275,,29MAY2022:07:34:26.743
PRE,028K,,,156348908,166175276,,29MAY2022:07:34:26.777
ASN,021A,,N,156348908,166175277,,29MAY2022:07:34:26.777
PRE,,N,,156348909,166175278,,29MAY2022:07:34:26.790
ASN,030E,,N,156348909,166175279,,29MAY2022:07:34:26.790
PRE,004G,,,156348910,166175280,,29MAY2022:07:34:26.823
ASN,004G,,N,156348910,166175281,,29MAY2022:07:34:26.823
PRE,031K,,,156348911,166175282,,29MAY2022:07:34:26.853
ASN,031K,,N,156348911,166175283,,29MAY2022:07:34:26.853
ASN,027C,,N,156348914,166175284,,29MAY2022:07:34:26.930
PRE,041A,,,156348915,166175285,,29MAY2022:07:34:26.947
ASN,041A,,N,156348915,166175286,,29MAY2022:07:34:26.947
PRE,027D,,,156348916,166175287,,29MAY2022:07:34:26.980
ASN,027D,,N,156348916,166175288,,29MAY2022:07:34:26.980
PRE,032G,,,156348917,166175289,,29MAY2022:07:34:26.993
ASN,032G,,N,156348917,166175290,,29MAY2022:07:34:26.993
ASN,004A,,N,156348918,166175291,,29MAY2022:07:34:27.027
ASN,005C,,N,156348919,166175292,,29MAY2022:07:34:27.087
ASN,046D,,N,156348920,166175293,,29MAY2022:07:34:27.120
PRE,043A,,,156348922,166175294,,29MAY2022:07:34:27.167
ASN,043A,,N,156348922,166175295,,29MAY2022:07:34:27.167
ASN,045C,,N,156348924,166175296,,29MAY2022:07:34:27.260
PRE,016B,,,156348925,166175297,,29MAY2022:07:34:27.293
ASN,016B,,N,156348925,166175298,,29MAY2022:07:34:27.293
PRE,010E,,,156348927,166175299,,29MAY2022:07:34:27.340
PRE,010E,,,156348928,166175300,,29MAY2022:07:34:27.357
ASN,023B,,N,156348928,166175301,,29MAY2022:07:34:27.357
PRE,,N,,156348929,166175302,,29MAY2022:07:34:27.370
ASN,009B,,N,156348929,166175303,,29MAY2022:07:34:27.370
PRE,014D,,,156348933,166175304,,29MAY2022:07:34:27.450
ASN,014D,EX,N,156348933,166175305,,29MAY2022:07:34:27.450
PRE,,N,,156348934,166175306,,29MAY2022:07:34:27.463
ASN,014H,EX,N,156348934,166175307,,29MAY2022:07:34:27.463
ASN,042G,,N,156348936,166175308,,29MAY2022:07:34:27.510
ASN,014B,EX,N,156348938,166175309,,29MAY2022:07:34:27.560
PRE,027A,,,156348939,166175310,,29MAY2022:07:34:27.573
ASN,027A,,N,156348939,166175311,,29MAY2022:07:34:27.573
PRE,021D,,,156348941,166175312,,29MAY2022:07:34:27.607
ASN,021D,,N,156348941,166175313,,29MAY2022:07:34:27.607
PRE,018D,,,156348942,166175314,,29MAY2022:07:34:27.637
ASN,018D,,N,156348942,166175315,,29MAY2022:07:34:27.637
ASN,001D,,N,156348945,166175316,,29MAY2022:07:34:27.700
ASN,002G,,N,156348946,166175317,,29MAY2022:07:34:27.713
PRE,006A,,,156348947,166175318,,29MAY2022:07:34:27.747
ASN,006A,,N,156348947,166175319,,29MAY2022:07:34:27.747
PRE,020D,,,156348948,166175320,,29MAY2022:07:34:27.760
ASN,020D,,N,156348948,166175321,,29MAY2022:07:34:27.760
PRE,049A,,,156348950,166175322,,29MAY2022:07:34:27.810
ASN,049A,,N,156348950,166175323,,29MAY2022:07:34:27.810
PRE,020C,,,156348951,166175324,,29MAY2022:07:34:27.823
ASN,020C,,N,156348951,166175325,,29MAY2022:07:34:27.823
PRE,049K,,,156348953,166175326,,29MAY2022:07:34:27.870
ASN,049K,,N,156348953,166175327,,29MAY2022:07:34:27.870
PRE,020B,,,156348954,166175328,,29MAY2022:07:34:27.887
ASN,020B,,N,156348954,166175329,,29MAY2022:07:34:27.887
PRE,049C,,,156348956,166175330,,29MAY2022:07:34:27.933
ASN,049C,,N,156348956,166175331,,29MAY2022:07:34:27.933
PRE,020E,,,156348957,166175332,,29MAY2022:07:34:27.950
ASN,020E,,N,156348957,166175333,,29MAY2022:07:34:27.950
PRE,049H,,,156348959,166175334,,29MAY2022:07:34:28.000
ASN,049H,,N,156348959,166175335,,29MAY2022:07:34:28.000
PRE,011D,,,156348960,166175336,,29MAY2022:07:34:28.027
ASN,011D,,N,156348960,166175337,,29MAY2022:07:34:28.027
ASN,032A,,N,156348961,166175338,,29MAY2022:07:34:28.057
ASN,004D,,N,156348962,166175339,,29MAY2022:07:34:28.070
ASN,046C,,N,156348967,166175340,,29MAY2022:07:34:28.180
PRE,038C,,,156348968,166175341,,29MAY2022:07:34:28.213
ASN,038C,,N,156348968,166175342,,29MAY2022:07:34:28.213
PRE,032E,,,156348969,166175343,,29MAY2022:07:34:28.243
ASN,032E,,N,156348969,166175344,,29MAY2022:07:34:28.243
PRE,038A,,,156348972,166175345,,29MAY2022:07:34:28.290
ASN,038A,,N,156348972,166175346,,29MAY2022:07:34:28.290
PRE,032D,,,156348973,166175347,,29MAY2022:07:34:28.320
ASN,032D,,N,156348973,166175348,,29MAY2022:07:34:28.320
PRE,002K,,,156348976,166175349,,29MAY2022:07:34:28.383
PRE,004D,,,156348977,166175350,,29MAY2022:07:34:28.400
ASN,004D,,N,156348977,166175351,,29MAY2022:07:34:28.400
PRE,030C,,,156348979,166175352,,29MAY2022:07:34:28.447
ASN,030C,,N,156348979,166175353,,29MAY2022:07:34:28.447
PRE,,N,,156348980,166175354,,29MAY2022:07:34:28.480
ASN,037K,,N,156348980,166175355,,29MAY2022:07:34:28.480
ASN,041F,,N,156348981,166175356,,29MAY2022:07:34:28.510
ASN,008C,,N,156348982,166175357,,29MAY2022:07:34:28.540
ASN,008B,,N,156348986,166175358,,29MAY2022:07:34:28.620
PRE,,N,,156348990,166175359,,29MAY2022:07:34:28.697
ASN,005D,,N,156348990,166175360,,29MAY2022:07:34:28.697
PRE,,N,,156348991,166175361,,29MAY2022:07:34:28.713
ASN,028D,,N,156348991,166175362,,29MAY2022:07:34:28.713
PRE,005E,,,156348992,166175363,,29MAY2022:07:34:28.747
ASN,005E,,N,156348992,166175364,,29MAY2022:07:34:28.747
PRE,,N,,156348993,166175365,,29MAY2022:07:34:28.760
ASN,028F,,N,156348993,166175366,,29MAY2022:07:34:28.760
PRE,005F,,,156348994,166175367,,29MAY2022:07:34:28.790
ASN,005F,,N,156348994,166175368,,29MAY2022:07:34:28.790
PRE,,N,,156348995,166175369,,29MAY2022:07:34:28.807
ASN,028E,,N,156348995,166175370,,29MAY2022:07:34:28.807
PRE,026D,,,156348996,166175371,,29MAY2022:07:34:28.840
ASN,026D,,N,156348996,166175372,,29MAY2022:07:34:28.840
PRE,021H,,,156348998,166175373,,29MAY2022:07:34:28.870
ASN,021H,,N,156348998,166175374,,29MAY2022:07:34:28.870
PRE,024C,,,156349000,166175375,,29MAY2022:07:34:28.917
ASN,024C,,N,156349000,166175376,,29MAY2022:07:34:28.917
PRE,043D,,,156349002,166175377,,29MAY2022:07:34:28.950
ASN,043D,,N,156349002,166175378,,29MAY2022:07:34:28.950
ASN,024A,,N,156349003,166175379,,29MAY2022:07:34:28.980
ASN,043F,,N,156349005,166175380,,29MAY2022:07:34:29.010
ASN,024B,,N,156349006,166175381,,29MAY2022:07:34:29.057
ASN,043E,,N,156349008,166175382,,29MAY2022:07:34:29.103
PRE,025A,,,156349010,166175383,,29MAY2022:07:34:29.167
ASN,025A,,N,156349010,166175384,,29MAY2022:07:34:29.167
PRE,030H,,,156349011,166175385,,29MAY2022:07:34:29.200
ASN,030H,,N,156349011,166175386,,29MAY2022:07:34:29.200
PRE,024A,,,156349012,166175387,,29MAY2022:07:34:29.213
ASN,024A,,N,156349012,166175388,,29MAY2022:07:34:29.213
ASN,022F,,N,156349014,166175389,,29MAY2022:07:34:29.260
PRE,004D,,,156349016,166175390,,29MAY2022:07:34:29.307
ASN,004D,,N,156349016,166175391,,29MAY2022:07:34:29.307
PRE,004F,,,156349020,166175392,,29MAY2022:07:34:29.383
ASN,004F,,N,156349020,166175393,,29MAY2022:07:34:29.383
PRE,,N,,156349024,166175394,,29MAY2022:07:34:29.460
ASN,023F,,N,156349024,166175395,,29MAY2022:07:34:29.460
PRE,,N,,156349026,166175396,,29MAY2022:07:34:29.510
ASN,026G,,N,156349026,166175397,,29MAY2022:07:34:29.510
PRE,025A,,,156349027,166175398,,29MAY2022:07:34:29.523
ASN,025A,,N,156349027,166175399,,29MAY2022:07:34:29.523
ASN,026F,,N,156349029,166175400,,29MAY2022:07:34:29.570
PRE,025B,,,156349030,166175401,,29MAY2022:07:34:29.587
ASN,025B,,N,156349030,166175402,,29MAY2022:07:34:29.587
ASN,026E,,N,156349032,166175403,,29MAY2022:07:34:29.633
PRE,015C,,,156349034,166175404,,29MAY2022:07:34:29.680
ASN,015C,,N,156349034,166175405,,29MAY2022:07:34:29.680
PRE,018F,,,156349036,166175406,,29MAY2022:07:34:29.727
ASN,018F,,N,156349036,166175407,,29MAY2022:07:34:29.727
PRE,017B,,,156349039,166175408,,29MAY2022:07:34:29.773
ASN,017B,,N,156349039,166175409,,29MAY2022:07:34:29.773
PRE,,N,,156349040,166175410,,29MAY2022:07:34:29.807
ASN,009A,,N,156349040,166175411,,29MAY2022:07:34:29.807
PRE,028A,,,156349043,166175412,,29MAY2022:07:34:29.853
ASN,028A,,N,156349043,166175413,,29MAY2022:07:34:29.853
PRE,006A,,,156349045,166175414,,29MAY2022:07:34:29.900
ASN,006A,,N,156349045,166175415,,29MAY2022:07:34:29.900
ASN,046F,,N,156349047,166175416,,29MAY2022:07:34:29.930
PRE,015D,,,156349049,166175417,,29MAY2022:07:34:29.977
ASN,015D,,,156349049,166175418,,29MAY2022:07:34:29.977
PRE,016K,,,156349050,166175419,,29MAY2022:07:34:30.010
ASN,016K,,N,156349050,166175420,,29MAY2022:07:34:30.010
PRE,,N,,156349051,166175421,,29MAY2022:07:34:30.057
ASN,020A,,N,156349051,166175422,,29MAY2022:07:34:30.057
PRE,035C,,,156349052,166175423,,29MAY2022:07:34:30.087
ASN,035C,,,156349052,166175424,,29MAY2022:07:34:30.087
PRE,,N,,156349053,166175425,,29MAY2022:07:34:30.117
ASN,018A,,N,156349053,166175426,,29MAY2022:07:34:30.117
PRE,021A,,,156349054,166175427,,29MAY2022:07:34:30.163
ASN,021A,,N,156349054,166175428,,29MAY2022:07:34:30.163
PRE,002F,,,156349055,166175429,,29MAY2022:07:34:30.197
ASN,002F,,N,156349055,166175430,,29MAY2022:07:34:30.197
PRE,002A,,,156349056,166175431,,29MAY2022:07:34:30.210
ASN,002A,,N,156349056,166175432,,29MAY2022:07:34:30.210
PRE,001F,,,156349057,166175433,,29MAY2022:07:34:30.227
ASN,001F,,N,156349057,166175434,,29MAY2022:07:34:30.227
PRE,002F,,,156349058,166175435,,29MAY2022:07:34:30.243
ASN,002F,,N,156349058,166175436,,29MAY2022:07:34:30.243
ASN,037F,,N,156349061,166175437,,29MAY2022:07:34:30.323
ASN,037G,,N,156349062,166175438,,29MAY2022:07:34:30.337
PRE,040C,,,156349064,166175439,,29MAY2022:07:34:30.400
ASN,040C,,N,156349064,166175440,,29MAY2022:07:34:30.400
PRE,015H,,,156349074,166175441,,29MAY2022:07:34:30.587
ASN,015H,,N,156349074,166175442,,29MAY2022:07:34:30.587
PRE,015K,,,156349075,166175443,,29MAY2022:07:34:30.620
ASN,015K,,N,156349075,166175444,,29MAY2022:07:34:30.620
PRE,008B,,,156349076,166175445,,29MAY2022:07:34:30.650
PRE,008B,,,156349077,166175446,,29MAY2022:07:34:30.667
PRE,008A,,,156349078,166175447,,29MAY2022:07:34:30.697
PRE,008A,,,156349079,166175448,,29MAY2022:07:34:30.713
ASN,044A,,N,156349080,166175449,,29MAY2022:07:34:30.743
ASN,045A,,N,156349081,166175450,,29MAY2022:07:34:30.777
ASN,044C,,N,156349082,166175451,,29MAY2022:07:34:30.790
PRE,022B,,,156349085,166175452,,29MAY2022:07:34:30.870
ASN,022B,,N,156349085,166175453,,29MAY2022:07:34:30.870
PRE,011E,,,156349086,166175454,,29MAY2022:07:34:30.900
PRE,011E,,,156349087,166175455,,29MAY2022:07:34:30.917
ASN,011E,,N,156349087,166175456,,29MAY2022:07:34:30.917
PRE,021E,,,156349088,166175457,,29MAY2022:07:34:30.930
ASN,021E,,N,156349088,166175458,,29MAY2022:07:34:30.930
PRE,019E,,,156349089,166175459,,29MAY2022:07:34:30.963
ASN,019E,,N,156349089,166175460,,29MAY2022:07:34:30.963
PRE,022A,,,156349090,166175461,,29MAY2022:07:34:30.993
ASN,022A,,N,156349090,166175462,,29MAY2022:07:34:30.993
PRE,011F,,,156349091,166175463,,29MAY2022:07:34:31.023
PRE,011F,,,156349092,166175464,,29MAY2022:07:34:31.040
ASN,011F,,N,156349092,166175465,,29MAY2022:07:34:31.040
PRE,021F,,,156349093,166175466,,29MAY2022:07:34:31.070
ASN,021F,,N,156349093,166175467,,29MAY2022:07:34:31.070
PRE,019F,,,156349094,166175468,,29MAY2022:07:34:31.100
ASN,019F,,N,156349094,166175469,,29MAY2022:07:34:31.100
PRE,042K,,,156349095,166175470,,29MAY2022:07:34:31.163
ASN,042K,,N,156349095,166175471,,29MAY2022:07:34:31.163
ASN,024E,,N,156349096,166175472,,29MAY2022:07:34:31.210
PRE,022B,,,156349101,166175473,,29MAY2022:07:34:31.350
ASN,022B,,N,156349101,166175474,,29MAY2022:07:34:31.350
PRE,,N,,156349102,166175475,,29MAY2022:07:34:31.367
ASN,021E,,N,156349102,166175476,,29MAY2022:07:34:31.367
PRE,008B,,,156349108,166175477,,29MAY2022:07:34:31.460
ASN,008B,,N,156349108,166175478,,29MAY2022:07:34:31.460
PRE,038E,,,156349109,166175479,,29MAY2022:07:34:31.490
ASN,038E,,N,156349109,166175480,,29MAY2022:07:34:31.490
PRE,006F,,,156349110,166175481,,29MAY2022:07:41:21.293
ASN,006F,,N,156349110,166175482,,29MAY2022:07:41:21.293
PRE,014F,,,156349111,166175483,,29MAY2022:07:41:21.480
ASN,014F,EX,N,156349111,166175484,,29MAY2022:07:41:21.480
PRE,005C,,,156349115,166175485,,29MAY2022:07:41:22.103
ASN,005C,,N,156349115,166175486,,29MAY2022:07:41:22.103
